role,session,predictor,duration_s,crse,cae,bucket
test,S-A5,constant_velocity_dr,10.0,26.670800995271353,-25.780033397989687,5-15
test,S-A5,constant_velocity_dr,10.0,74.15500167222494,73.78877337956868,5-15
test,S-A5,constant_velocity_dr,10.0,29.020602128318828,28.31720390600312,5-15
test,S-A5,constant_velocity_dr,10.0,8.042883194224219,-1.5050282807014268,5-15
test,S-A5,constant_velocity_dr,10.0,10.830353034002203,10.345655469793847,5-15
test,S-A5,constant_velocity_dr,10.0,6.537146324066673,6.268367023329696,5-15
test,S-A5,constant_velocity_dr,10.0,8.866727336623098,-9.587522628523514,5-15
test,S-A5,constant_velocity_dr,10.0,6.7100593443123895,6.230268267239487,5-15
test,S-A5,constant_velocity_dr,10.0,35.650471699942266,32.305358702943074,0-5
test,S-A5,constant_velocity_dr,10.0,15.723446920622504,11.900011830058894,0-5
test,S-A5,constant_velocity_dr,10.0,0.8380600058594933,-0.7010676532053948,5-15
test,S-A5,constant_velocity_dr,10.0,9.586591231546816,7.406202794527306,5-15
test,S-A5,constant_velocity_dr,10.0,5.505614435232597,-5.602605253503447,5-15
test,S-A5,constant_velocity_dr,10.0,2.521183672425691,-0.33274452014283984,5-15
test,S-A5,constant_velocity_dr,10.0,7.776114807611239,7.197255264225065,5-15
test,S-A5,constant_velocity_dr,10.0,32.61596969787336,-32.74618640195528,5-15
test,S-A5,constant_velocity_dr,10.0,18.943219492377054,-18.892615568484292,15-25
test,S-A5,constant_velocity_dr,10.0,63.21433709297837,63.077235812136905,5-15
test,S-A5,constant_velocity_dr,10.0,2.2779970209840803,2.1505288625358006,5-15
test,S-A5,constant_velocity_dr,10.0,41.45983082599939,-41.498098524852495,5-15
test,S-A5,constant_velocity_dr,10.0,12.67436076196206,12.602525828443081,5-15
test,S-A5,constant_velocity_dr,10.0,32.83321539993829,32.57963728926546,0-5
test,S-A5,constant_velocity_dr,10.0,3.191774328495602,2.6310025174151805,5-15
test,S-A5,constant_velocity_dr,10.0,35.102513104848,-35.211960445890426,5-15
test,S-A5,constant_velocity_dr,10.0,40.084778056447455,39.76613247044901,5-15
test,S-A5,constant_velocity_dr,10.0,33.11760973394272,-33.25708128610609,5-15
test,S-A5,constant_velocity_dr,10.0,24.8362010343621,-24.711278733282526,15-25
test,S-A5,constant_velocity_dr,10.0,6.6789754386312685,-6.376900010933399,15-25
test,S-A5,constant_velocity_dr,10.0,3.460033119265251,-2.5785178204275248,15-25
test,S-A5,constant_velocity_dr,10.0,25.214786399155873,20.349560704773445,15-25
test,S-A5,constant_velocity_dr,10.0,10.513354164143745,4.992516241835462,5-15
test,S-A5,constant_velocity_dr,10.0,13.97532541456082,-0.9632820037391436,5-15
test,S-A5,constant_velocity_dr,10.0,7.059397521186677,-0.9085974279291555,5-15
test,S-A5,constant_velocity_dr,10.0,18.568990691078852,18.002971906022843,5-15
test,S-A5,constant_velocity_dr,10.0,19.032274588915424,18.90667811996989,5-15
test,S-A5,constant_velocity_dr,10.0,8.449697474867328,4.981802717116605,5-15
test,S-A5,constant_velocity_dr,10.0,13.801650038061602,12.755370852913167,5-15
test,S-A5,constant_velocity_dr,10.0,8.907142373681447,-8.589725246215803,5-15
test,S-A5,constant_velocity_dr,10.0,10.874975422033772,10.414673401143702,0-5
test,S-A5,constant_velocity_dr,10.0,26.220309403981833,25.270588853713207,0-5
test,S-A5,constant_velocity_dr,10.0,10.921848360081006,10.578465666178648,0-5
test,S-A5,constant_velocity_dr,10.0,14.143139083995257,13.649669677479672,0-5
test,S-A5,constant_velocity_dr,10.0,8.974535465519851,8.325923813558092,5-15
test,S-A5,constant_velocity_dr,10.0,2.680278173433579,1.9634339028511416,5-15
